,date,time,tweet,processed_tweet,sentiment,basic_keywords
292,2023-04-04,,"Te cuento lo que hice Yo tampoco tenía Historial pero tenía la de Nubank y hasta ahí todo bien, posterior fui con Heybanco, y realmente no interesaba usar su tarjeta.Pero vi que tenía un pagare y me interesóMe registre a la cuenta, no solicite plástico ni nada",cuent hic tampoc teni historial teni nubank ahi bien posterior heybanc realment interes usar tarjetaper vi teni pagar interesom registr cuent solicit plastic,Neutral,"['cuent', 'hic', 'tampoc', 'teni', 'historial', 'teni', 'nubank', 'ahi', 'bien', 'posterior', 'heybanc', 'realment', 'interes', 'usar', 'tarjetaper', 'vi', 'teni', 'pagar', 'interesom', 'registr', 'cuent', 'solicit', 'plastic']"
293,2023-04-06,,Ya resolví gracias,resolvi graci,Neutral,"['resolvi', 'graci']"
294,2023-04-06,,Gracias por darnos agüita en para no morir de disentería por el agua puerca de los bebedores de 🤢,graci darn aguit mor disenteri agu puerc bebedor,Neutral,"['graci', 'darn', 'aguit', 'mor', 'disenteri', 'agu', 'puerc', 'bebedor']"
295,2023-04-08,,Buenas tardes,buen tard,Negativo,"['buen', 'tard']"
296,2023-04-08,,"¿Adivinen dónde estoy?¡Que buena experiencia, !",adivin estoyqu buen experient,Neutral,"['adivin', 'estoyqu', 'buen', 'experient']"
297,2023-04-11,,"5/ Seguramente veremos a y dando más noticias de innovación y servicios, pero sobre todo generando más competencia en la industria financiera, lo cual beneficia a todos los usuarios.BancaDigital NuMéxico HeyBanco Innovación CompetenciaFinanciera Fintech",segur ver dand mas notici innov servici gener mas competent industri financ benefici usuariosbancadigital numex heybanc innov competenciafinanc fintech,Positivo,"['segur', 'ver', 'dand', 'mas', 'notici', 'innov', 'servici', 'gener', 'mas', 'competent', 'industri', 'financ', 'benefici', 'usuariosbancadigital', 'numex', 'heybanc', 'innov', 'competenciafinanc', 'fintech']"
298,2023-04-11,,"4/ La gran ventaja de es su experiencia de 5 años en el mercado, ganando terreno entre los jóvenes por sus servicios y por patrocinar festivales de música, lo que les permite crecer junto con sus clientes.",gran ventaj experient anos merc gan terren joven servici patrocin festival music permit crec junt client,Positivo,"['gran', 'ventaj', 'experient', 'anos', 'merc', 'gan', 'terren', 'joven', 'servici', 'patrocin', 'festival', 'music', 'permit', 'crec', 'junt', 'client']"
299,2023-04-13,,Gracias les volví a contestar el dm,graci volvi contest dm,Neutral,"['graci', 'volvi', 'contest', 'dm']"
300,2023-04-13,,"Gracias hey banco, solucionaron el problema.",graci hey banc solucion problem,Negativo,"['graci', 'hey', 'banc', 'solucion', 'problem']"
301,2023-04-14,,Muchísimas gracias,muchisim graci,Neutral,"['muchisim', 'graci']"
302,2023-04-14,,Muchas gracias por su respuesta tan pronta.,much graci respuest tan pront,Neutral,"['much', 'graci', 'respuest', 'tan', 'pront']"
303,2023-04-14,,"gracias por la pronta devolución, me sirvio para pagarle a",graci pront devolucion sirvi pag,Neutral,"['graci', 'pront', 'devolucion', 'sirvi', 'pag']"
304,2023-04-15,,Muchas gracias mando DM a la brevedad,much graci mand dm breved,Neutral,"['much', 'graci', 'mand', 'dm', 'breved']"
305,2023-04-15,,No má gracias tío estuvo fantástico este descuento del 50% en mi checkup en,ma graci tio fantast descuent checkup,Neutral,"['ma', 'graci', 'tio', 'fantast', 'descuent', 'checkup']"
306,2023-04-17,,"Super, gracias.",sup graci,Neutral,"['sup', 'graci']"
307,2023-04-18,,"Correcto, esperaré el contacto por pae de ustedes para arreglar la situación de mi inversión hey pro al 10%",correct esperar contact pae usted arregl situacion inversion hey pro,Neutral,"['correct', 'esperar', 'contact', 'pae', 'usted', 'arregl', 'situacion', 'inversion', 'hey', 'pro']"
308,2023-04-19,,muchas gracias,much graci,Neutral,"['much', 'graci']"
309,2023-04-19,,"Excelente, muchas gracias por su sopoe, tío hey. De igual manera quiero agregar que el error ya fue solucionado, y adicional, durante el día recibí un SMS donde me notificaban que debido a una incidencia se mostraba el 5% y que lo estaban trabajando. Nuevamente gracias 🫂",excelent much graci sopo tio hey igual maner quier agreg error solucion adicional dia recibi sms notific deb incident mostr trabaj nuev graci,Negativo,"['excelent', 'much', 'graci', 'sopo', 'tio', 'hey', 'igual', 'maner', 'quier', 'agreg', 'error', 'solucion', 'adicional', 'dia', 'recibi', 'sms', 'notific', 'deb', 'incident', 'mostr', 'trabaj', 'nuev', 'graci']"
310,2023-04-19,,Muchas gracias. Voy a comunicarme entonces.,much graci voy comunic entonc,Neutral,"['much', 'graci', 'voy', 'comunic', 'entonc']"
311,2023-04-19,,"Están en proceso de resolver según mensajes que me están enviando los de hey banco, saludos.",estan proces resolv segun mensaj estan envi hey banc salud,Neutral,"['estan', 'proces', 'resolv', 'segun', 'mensaj', 'estan', 'envi', 'hey', 'banc', 'salud']"
312,2023-05-12,,Gracias,graci,Neutral,['graci']
313,2023-05-12,,Ya me llego gracias,lleg graci,Neutral,"['lleg', 'graci']"
314,2023-05-12,,"Un gusto saludae Erich, ponemos a tu disposición nuestra cuenta de correo electrónico en la que con gusto atenderemos tus dudas, escríbenos: asesoria@condusef.gob.mx , recuerda que CONDUSEF te apoya.",gust saluda erich pon disposicion cuent corre electron gust atend dud escriben asesoriacondusefgobmx recuerd condusef apoy,Negativo,"['gust', 'saluda', 'erich', 'pon', 'disposicion', 'cuent', 'corre', 'electron', 'gust', 'atend', 'dud', 'escriben', 'asesoriacondusefgobmx', 'recuerd', 'condusef', 'apoy']"
315,2023-05-12,,el mejor banco &lt;3,mejor banc lt,Neutral,"['mejor', 'banc', 'lt']"
316,2023-05-12,,"Uno de los productos más esperados del año!!!! En YouTube ya tenemos el unboxing, activación y pequeña navegación por el app de la tarjeta metálica de ! Les compao el link del video: TarjetaDeCrédito HeyBanco",product mas esper ano youtub unboxing activ pequen naveg app tarjet metal compa link vide tarjetadecredit heybanc,Neutral,"['product', 'mas', 'esper', 'ano', 'youtub', 'unboxing', 'activ', 'pequen', 'naveg', 'app', 'tarjet', 'metal', 'compa', 'link', 'vide', 'tarjetadecredit', 'heybanc']"
317,2023-05-13,,Es la mejor que he visto hasta ahora,mejor vist ahor,Neutral,"['mejor', 'vist', 'ahor']"
318,2023-05-15,,Excelente muchas gracias,excelent much graci,Neutral,"['excelent', 'much', 'graci']"
319,2023-05-15,,muchas gracias por su respuesta!,much graci respuest,Neutral,"['much', 'graci', 'respuest']"
320,2023-05-15,,"Llamar para pelear a me resta tiempo, kilos, neuronas, prácticamente me resta vida ese banco pitero.",llam pel rest tiemp kil neuron practic rest vid banc piter,Neutral,"['llam', 'pel', 'rest', 'tiemp', 'kil', 'neuron', 'practic', 'rest', 'vid', 'banc', 'piter']"
321,2023-05-15,,"hola, excelente tarde, me podrían ayudar con algo. Les mandé DM, por favor, muchas gracias 🙏",hol excelent tard podri ayud mand dm favor much graci,Negativo,"['hol', 'excelent', 'tard', 'podri', 'ayud', 'mand', 'dm', 'favor', 'much', 'graci']"
322,2023-05-15,,Me encanta que HeyBanco ya te manda notificación cuando se hace el cobro 🤙🏼,encant heybanc mand notif hac cobr,Neutral,"['encant', 'heybanc', 'mand', 'notif', 'hac', 'cobr']"
323,2023-05-15,,tienen algún tiempo estimado de respuesta,algun tiemp estim respuest,Neutral,"['algun', 'tiemp', 'estim', 'respuest']"
324,2023-05-15,,"Conociendo la contraseña y el usuario, se puede entrar fácilmente desde otro dispositivo y sin que te llegue algún tipo de notificación por vía SMS y correo electrónico, esto lo sabes muy bien",conoc contrasen usuari pued entrar facil disposit lleg algun tip notif via sms corre electron sab bien,Neutral,"['conoc', 'contrasen', 'usuari', 'pued', 'entrar', 'facil', 'disposit', 'lleg', 'algun', 'tip', 'notif', 'via', 'sms', 'corre', 'electron', 'sab', 'bien']"
325,2023-05-15,,Eso explica todo,explic,Neutral,['explic']
326,2023-05-16,,"Hola si, hoy por la mañana ya tenía de nuevo mi usuario y funcionó con normalidad mi app",hol si hoy manan teni nuev usuari funcion normal app,Neutral,"['hol', 'si', 'hoy', 'manan', 'teni', 'nuev', 'usuari', 'funcion', 'normal', 'app']"
327,2023-05-16,,¡CON RAZÓN!,razon,Neutral,['razon']
328,2023-05-16,,"Yo tengo la de garantía 😸, pero creo que voy bien, hasta cuántos meses se puede la de las normales, tengo inversión, nómina y cuenta de débitos ahi :)",garanti cre voy bien cuant mes pued normal inversion nomin cuent debit ahi,Neutral,"['garanti', 'cre', 'voy', 'bien', 'cuant', 'mes', 'pued', 'normal', 'inversion', 'nomin', 'cuent', 'debit', 'ahi']"
329,2023-05-16,,Que bueno que no cambie mi nómina a,buen cambi nomin,Neutral,"['buen', 'cambi', 'nomin']"
330,2023-05-16,,Gracias por avisar,graci avis,Neutral,"['graci', 'avis']"
331,2023-05-16,,"Buen día, les envié un mensaje, espero me puedan ayudar. Gracias.",buen dia envi mensaj esper pued ayud graci,Neutral,"['buen', 'dia', 'envi', 'mensaj', 'esper', 'pued', 'ayud', 'graci']"
332,2023-05-16,,"Buenos días, una vez más sigo en espera",buen dias vez mas sig esper,Neutral,"['buen', 'dias', 'vez', 'mas', 'sig', 'esper']"
333,2023-05-17,,Gracias ya quedó resuelto,graci qued resuelt,Neutral,"['graci', 'qued', 'resuelt']"
334,2023-05-17,,Qué tengas excelente mitad de semana.🔥🤔Para quienes aún tienen duda de cómo funciona la tarjeta Garantizada de 😉👉🏼https://t.co/b6iYPqXW4F,excelent mit semanap aun dud funcion tarjet garantiz httpstcobiypqxwf,Negativo,"['excelent', 'mit', 'semanap', 'aun', 'dud', 'funcion', 'tarjet', 'garantiz', 'httpstcobiypqxwf']"
335,2023-05-17,,solicito apoyo,solicit apoy,Neutral,"['solicit', 'apoy']"
336,2023-05-17,,Qué tengas excelente mitad de semana.🔥🤔Para quienes aún tienen duda de cómo funciona la tarjeta Garantizada de 😉…,excelent mit semanap aun dud funcion tarjet garantiz,Negativo,"['excelent', 'mit', 'semanap', 'aun', 'dud', 'funcion', 'tarjet', 'garantiz']"
337,2023-05-18,,Ya quedó. Muchas gracias.,qued much graci,Neutral,"['qued', 'much', 'graci']"
338,2023-05-18,,Tqm ❤️❤️,tqm,Neutral,['tqm']
339,2023-05-19,,"Ok, gracias",ok graci,Positivo,"['ok', 'graci']"
340,2023-05-19,,Jajaja. Siii. Muchos días. 😒 chale,jajaj siii dias chal,Neutral,"['jajaj', 'siii', 'dias', 'chal']"
341,2023-05-19,,Todo resuelto Gracias equipo,resuelt graci equip,Neutral,"['resuelt', 'graci', 'equip']"
342,2023-05-20,,"Agradecido con que me ayudaron con una aclaración rapidísimo, cada día más feliz de haber dejado la banca tradicional por ustedes! 🙌",agradec ayud aclar rapidisim cad dia mas feliz hab dej banc tradicional usted,Neutral,"['agradec', 'ayud', 'aclar', 'rapidisim', 'cad', 'dia', 'mas', 'feliz', 'hab', 'dej', 'banc', 'tradicional', 'usted']"
343,2023-05-21,,Muchas gracias 🫶,much graci,Neutral,"['much', 'graci']"
344,2023-05-21,,Hola buen día,hol buen dia,Neutral,"['hol', 'buen', 'dia']"
345,2023-05-22,,Gracias !,graci,Neutral,['graci']
346,2023-05-22,,"Listo, enviado! Saludos",list envi salud,Neutral,"['list', 'envi', 'salud']"
347,2023-05-22,,Me gusta heybanco para bajarles el mandado a los bancos españoles que dominan este país,gust heybanc baj mand banc espanol domin pais,Neutral,"['gust', 'heybanc', 'baj', 'mand', 'banc', 'espanol', 'domin', 'pais']"
348,2023-05-23,,yo presumiendo el 10% anual de HeyBanco y que Klar decide sacar 14%… muy tentador,presum anual heybanc klar decid sac tentador,Neutral,"['presum', 'anual', 'heybanc', 'klar', 'decid', 'sac', 'tentador']"
349,2023-05-23,,YA RESUELVEME ME URGE HACER UNA COMPRA,resuelvem urge hac compr,Neutral,"['resuelvem', 'urge', 'hac', 'compr']"
350,2023-05-23,,"Recomiendo ampliamente que usen y como alternativas a los llamados bancos tradicionales. Si sus bancos les están cobrando alguna comisión de cualquier tipo en sus cuentas de débito o peor aún, no están generando nada, entonces están en el lugar incorrecto.",recom ampli usen altern llam banc tradicional si banc estan cobr algun comision cualqui tip cuent debit peor aun estan gener entonc estan lug incorrect,Neutral,"['recom', 'ampli', 'usen', 'altern', 'llam', 'banc', 'tradicional', 'si', 'banc', 'estan', 'cobr', 'algun', 'comision', 'cualqui', 'tip', 'cuent', 'debit', 'peor', 'aun', 'estan', 'gener', 'entonc', 'estan', 'lug', 'incorrect']"
351,2023-05-24,,Gracias. Saludos,graci salud,Neutral,"['graci', 'salud']"
352,2023-05-24,,"Si, bueno me dijeron que tenía que marcar. Y si quedo.",si buen dijeron teni marc si qued,Neutral,"['si', 'buen', 'dijeron', 'teni', 'marc', 'si', 'qued']"
353,2023-05-24,,Ay si pasó ya afounadamente. Jejeje.,ay si pas afoun jejej,Neutral,"['ay', 'si', 'pas', 'afoun', 'jejej']"
354,2023-05-25,,Gracias! Ya les respondi!,graci respondi,Neutral,"['graci', 'respondi']"
355,2023-05-25,,Jaja nel,jaj nel,Neutral,"['jaj', 'nel']"
356,2023-05-27,,"Okay, Gracias",okay graci,Positivo,"['okay', 'graci']"
357,2023-05-27,,Ya funcionó nuevamente la aplicación,funcion nuev aplic,Neutral,"['funcion', 'nuev', 'aplic']"
358,2023-05-27,,"Me contestan a mi también, pero ya",contest tambi,Neutral,"['contest', 'tambi']"
359,2023-05-29,,"Listo, ya se los mandé , gracias .",list mand graci,Neutral,"['list', 'mand', 'graci']"
360,2023-05-29,,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,hey siempr control finanz ahor tambi movimient graci notif qu,Neutral,"['hey', 'siempr', 'control', 'finanz', 'ahor', 'tambi', 'movimient', 'graci', 'notif', 'qu']"
361,2023-05-29,,"quiero trabajar con ustedes, me ayudan diciéndome como!",quier trabaj usted ayud dic,Neutral,"['quier', 'trabaj', 'usted', 'ayud', 'dic']"
362,2023-05-30,,gracias!,graci,Neutral,['graci']
363,2023-05-30,,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,hey siempr control finanz ahor tambi movimient graci notif qu,Neutral,"['hey', 'siempr', 'control', 'finanz', 'ahor', 'tambi', 'movimient', 'graci', 'notif', 'qu']"
364,2023-05-30,,Eficiencia,eficient,Neutral,['eficient']
365,2023-05-31,,Muchas gracias nunca me contestó. Afounadamente ya ha quedado resuelto.,much graci nunc contest afoun qued resuelt,Neutral,"['much', 'graci', 'nunc', 'contest', 'afoun', 'qued', 'resuelt']"
366,2023-05-31,,"¡Hola! Abre tu Cuenta Hey y obtén un boleto dorado cada mes para ganar.https://t.co/j45MnogZ Te recomiendo muchísimo la cuenta, de hecho la reseñan muy bien varios YouTubers de finanzas.",hol abre cuent hey obten bolet dor cad mes ganarhttpstcojmnogz recom muchisim cuent hech resen bien vari youtubers finanz,Neutral,"['hol', 'abre', 'cuent', 'hey', 'obten', 'bolet', 'dor', 'cad', 'mes', 'ganarhttpstcojmnogz', 'recom', 'muchisim', 'cuent', 'hech', 'resen', 'bien', 'vari', 'youtubers', 'finanz']"
367,2023-05-31,,Muchas gracias por el Boleto Dorado ☺️,much graci bolet dor,Neutral,"['much', 'graci', 'bolet', 'dor']"
368,2023-06-01,,Gracias por la apoación. Saludos,graci apoacion salud,Neutral,"['graci', 'apoacion', 'salud']"
369,2023-06-01,,Esto es lo que yo llamo ServicioalCliente Mexico de verdad así es que un banco debe tratar a un cliente no es nada más meter el dinero. Aprendan,llam servicioalclient mexic verd asi banc deb trat client mas met diner aprend,Neutral,"['llam', 'servicioalclient', 'mexic', 'verd', 'asi', 'banc', 'deb', 'trat', 'client', 'mas', 'met', 'diner', 'aprend']"
370,2023-06-01,,"Buen día, es más fácil que usted obtenga el crédito con alguna caja popular, no hay peor lucha que la que no se hace, saludos",buen dia mas facil usted obteng credit algun caj popul peor luch hac salud,Positivo,"['buen', 'dia', 'mas', 'facil', 'usted', 'obteng', 'credit', 'algun', 'caj', 'popul', 'peor', 'luch', 'hac', 'salud']"
371,2023-06-02,,Gracias,graci,Neutral,['graci']
372,2023-06-02,,Gracias quedó en espera,graci qued esper,Neutral,"['graci', 'qued', 'esper']"
373,2023-06-02,,les dejé un DM solicitando de su valioso apoyo.Saludos,dej dm solicit valios apoyosalud,Neutral,"['dej', 'dm', 'solicit', 'valios', 'apoyosalud']"
374,2023-06-02,,Muchas gracias Un mes gratis de,much graci mes gratis,Positivo,"['much', 'graci', 'mes', 'gratis']"
375,2023-06-03,,"Gracias, ya envié mi duda",graci envi dud,Negativo,"['graci', 'envi', 'dud']"
376,2023-06-03,,Gracias por responder! Me da mucho gusto que te hayan solucionado rápido. Ojalá así sea mi caso 🤞🏼Saludos,graci respond da gust solucion rap ojal asi cas salud,Neutral,"['graci', 'respond', 'da', 'gust', 'solucion', 'rap', 'ojal', 'asi', 'cas', 'salud']"
377,2023-06-03,,"Gracias lic hace tres años, si usted dice que no me deben negar volveré a hacerlo, muy amable por su atención un abrazo",graci lic hac tres anos si usted dic deb neg volver hac amabl atencion abraz,Neutral,"['graci', 'lic', 'hac', 'tres', 'anos', 'si', 'usted', 'dic', 'deb', 'neg', 'volver', 'hac', 'amabl', 'atencion', 'abraz']"
378,2023-06-03,,"Muchas gracias, si lo haré de nuevo un abrazo fuee 🫶",much graci si har nuev abraz fue,Neutral,"['much', 'graci', 'si', 'har', 'nuev', 'abraz', 'fue']"
379,2023-06-03,,Por favor . Gracias,favor graci,Positivo,"['favor', 'graci']"
380,2023-06-05,,"Gracias, saludos",graci salud,Neutral,"['graci', 'salud']"
381,2023-06-05,,Muchas gracias por responder!Acabo de lograr el desbloqueo!,much graci responderacab logr desbloque,Neutral,"['much', 'graci', 'responderacab', 'logr', 'desbloque']"
382,2023-06-05,,Espero que si,esper si,Neutral,"['esper', 'si']"
383,2023-06-06,,"JAJAJAJJAJA VIC, trabajo en hey, cualquier duda no dudes en mandarme mensajito🫶🏻",jajajajjaj vic trabaj hey cualqui dud dud mand mensajit,Negativo,"['jajajajjaj', 'vic', 'trabaj', 'hey', 'cualqui', 'dud', 'dud', 'mand', 'mensajit']"
384,2023-06-07,,Gracias,graci,Neutral,['graci']
385,2023-06-07,,Las de tienen buenos diseños.,buen disen,Neutral,"['buen', 'disen']"
386,2023-06-08,,HOLA???,hol,Neutral,['hol']
387,2023-06-10,,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,hey siempr control finanz ahor tambi movimient graci notif qu,Neutral,"['hey', 'siempr', 'control', 'finanz', 'ahor', 'tambi', 'movimient', 'graci', 'notif', 'qu']"
388,2023-06-12,16:52:11,"Gracias, estoy al pendiente de la información.",graci pendient inform,Neutral,"['graci', 'pendient', 'inform']"
389,2023-06-13,20:36:26,Yo fui muy feliz por muchos años con la Santander Free hasta que me cambié a HeyBanco y su tarjeta me pareció una chulada. Recomiendo ampliamente.,feliz anos santand fre cambi heybanc tarjet pareci chul recom ampli,Neutral,"['feliz', 'anos', 'santand', 'fre', 'cambi', 'heybanc', 'tarjet', 'pareci', 'chul', 'recom', 'ampli']"
390,2023-06-15,22:51:17,Hola. En mi caso me comuniqué al 81 4392 2626 y allí me resolvieron. Por founa fue algo sencillo y rápido ¡Suee!,hol cas comuniqu alli resolv foun sencill rap sue,Neutral,"['hol', 'cas', 'comuniqu', 'alli', 'resolv', 'foun', 'sencill', 'rap', 'sue']"
391,2023-06-15,18:35:12,Más fácil que Now saque sus tarjetas de crédito,mas facil now saqu tarjet credit,Positivo,"['mas', 'facil', 'now', 'saqu', 'tarjet', 'credit']"
392,2023-06-16,19:41:04,"Perfecto, iré a un punto Hey. Gracias, bebé LOL",perfect ire punt hey graci beb lol,Positivo,"['perfect', 'ire', 'punt', 'hey', 'graci', 'beb', 'lol']"
393,2023-06-16,18:03:36,"He probado 4 bancos tradicionales diferentes y hasta el momento el mejor manejando MSI, ha sido ✅Te permite ver exactamente cuánto debes en total. ✅ Te da la lista de todos los pagos futuros que tendrás que hacer mes por mes. ✅ Te da cashback de 2% en efectivo.",prob banc tradicional diferent moment mejor manej msi sid permit ver exact cuant deb total da list pag futur tendr hac mes mes da cashback efect,Neutral,"['prob', 'banc', 'tradicional', 'diferent', 'moment', 'mejor', 'manej', 'msi', 'sid', 'permit', 'ver', 'exact', 'cuant', 'deb', 'total', 'da', 'list', 'pag', 'futur', 'tendr', 'hac', 'mes', 'mes', 'da', 'cashback', 'efect']"
394,2023-06-17,18:00:08,Oye 🌝 Qué excelente tiempo de respuesta y amable personal en tu centro de atención ♥️ 🥰,oye excelent tiemp respuest amabl personal centr atencion,Neutral,"['oye', 'excelent', 'tiemp', 'respuest', 'amabl', 'personal', 'centr', 'atencion']"
395,2023-06-18,17:29:39,Listo muchas Gracias,list much graci,Neutral,"['list', 'much', 'graci']"
396,2023-06-19,19:52:35,Gracias,graci,Neutral,['graci']
397,2023-06-19,14:43:55,Muchas gracias,much graci,Neutral,"['much', 'graci']"
398,2023-06-19,15:36:18,¡Estamos para servie!,servi,Neutral,['servi']
399,2023-06-19,13:32:11,Con es tan sencillo hacer todo tipo de movimientos desde mi celular. Además tienen una super tasa de rendimiento…,tan sencill hac tip movimient celul adem sup tas rendimient,Neutral,"['tan', 'sencill', 'hac', 'tip', 'movimient', 'celul', 'adem', 'sup', 'tas', 'rendimient']"
400,2023-06-20,18:20:40,Muchas gracias,much graci,Neutral,"['much', 'graci']"
401,2023-06-20,22:22:06,"hola , les mandé un dm, gracias !",hol mand dm graci,Neutral,"['hol', 'mand', 'dm', 'graci']"
402,2023-06-20,21:26:18,Muchas gracias! Si entrare para levantar un repoe a,much graci si entrar levant repo,Neutral,"['much', 'graci', 'si', 'entrar', 'levant', 'repo']"
403,2023-06-20,06:47:43,La de está más coqueta y tienen beneficios reales. 🔥,mas coquet benefici real,Neutral,"['mas', 'coquet', 'benefici', 'real']"
404,2023-06-20,06:10:33,Listos! 💪🏼heybanco PalNoe2021,list heybanc palno,Neutral,"['list', 'heybanc', 'palno']"
405,2023-06-21,21:22:49,"Gracias, arreglado",graci arregl,Neutral,"['graci', 'arregl']"
406,2023-06-21,16:20:21,Gracias 😊🤗,graci,Neutral,['graci']
407,2023-06-21,22:03:28,"Muchas Gracias, ya fue resuelto, gracias por el sopoe. Excelente servicio 👌🏽",much graci resuelt graci sopo excelent servici,Neutral,"['much', 'graci', 'resuelt', 'graci', 'sopo', 'excelent', 'servici']"
408,2023-06-21,03:47:49,Muchas gracias por la felicitación 🤗,much graci felicit,Neutral,"['much', 'graci', 'felicit']"
409,2023-06-21,16:32:41,Si nunca había tenido este tipo de situación con otros métodos de pago y se me hace increíble como una operación tan sencilla como pagar con tu tarjeta de en una página web se conviee en toda una mala experiencia de usuario con su servicio.,si nunc habi tip situacion metod pag hac increibl oper tan sencill pag tarjet pagin web convie tod mal experient usuari servici,Neutral,"['si', 'nunc', 'habi', 'tip', 'situacion', 'metod', 'pag', 'hac', 'increibl', 'oper', 'tan', 'sencill', 'pag', 'tarjet', 'pagin', 'web', 'convie', 'tod', 'mal', 'experient', 'usuari', 'servici']"
410,2023-06-22,16:25:12,Vaaaaa gracias por el dato,vaaaa graci dat,Neutral,"['vaaaa', 'graci', 'dat']"
411,2023-06-22,15:16:55,"Buen dia, saque un carro usado en merkauto, y me autorizaron el crédito el lunes 19 de Junio pero es fecha que no me llaman a firmar contrato y factura, como puedo saber cuando esta listo porque esta tardando mucho un proceso como este, gracias.",buen dia saqu carr usad merkaut autoriz credit lun juni fech llam firm contrat factur pued sab list tard proces graci,Negativo,"['buen', 'dia', 'saqu', 'carr', 'usad', 'merkaut', 'autoriz', 'credit', 'lun', 'juni', 'fech', 'llam', 'firm', 'contrat', 'factur', 'pued', 'sab', 'list', 'tard', 'proces', 'graci']"
412,2023-06-22,20:38:17,"Para que estén bien atentos a lo que les llega, gracias a les compao el correo para que vean por dónde les quieren llegar. Pónganse listos.",esten bien atent lleg graci compa corre vean quier lleg pongans list,Neutral,"['esten', 'bien', 'atent', 'lleg', 'graci', 'compa', 'corre', 'vean', 'quier', 'lleg', 'pongans', 'list']"
413,2023-06-23,17:14:56,AMO heybanco bien cabron. Jaja,amo heybanc bien cabron jaj,Neutral,"['amo', 'heybanc', 'bien', 'cabron', 'jaj']"
414,2023-06-24,02:10:01,Por fiiiin modificaron la app de ya detecta mi huella y tiene una bonita sección de métricas de tus gastos. Ah y pagué sin temas la luz.,fiiiin modific app detect huell bonit seccion metric gast ah pag tem luz,Neutral,"['fiiiin', 'modific', 'app', 'detect', 'huell', 'bonit', 'seccion', 'metric', 'gast', 'ah', 'pag', 'tem', 'luz']"
415,2023-06-27,07:20:57,Yo estoy con la verdad✨,verd,Neutral,['verd']
416,2023-06-28,17:42:50,Gracias!,graci,Neutral,['graci']
417,2023-06-28,04:45:09,Gracias! Lo hice y quedo. 🙌🏻,graci hic qued,Neutral,"['graci', 'hic', 'qued']"
418,2023-06-28,22:48:04,"Se resolvió, volviendo a instalar la app",resolvi volv instal app,Neutral,"['resolvi', 'volv', 'instal', 'app']"
419,2023-06-28,17:28:12,"Gracias, ahora se los envío",graci ahor envi,Neutral,"['graci', 'ahor', 'envi']"
420,2023-06-29,17:45:59,"buen día, ¿esto es real?",buen dia real,Neutral,"['buen', 'dia', 'real']"
421,2023-06-29,03:03:50,"Ps.... su aplicación es la mejor, he visto HSBC y Banamex y nel. ¿qué tal la de HeyBanco, la has probado?",ps aplic mejor vist hsbc banamex nel tal heybanc prob,Neutral,"['ps', 'aplic', 'mejor', 'vist', 'hsbc', 'banamex', 'nel', 'tal', 'heybanc', 'prob']"
422,2023-06-30,17:26:15,Muchas gracias ✨,much graci,Neutral,"['much', 'graci']"
423,2023-06-30,19:02:11,"Desde que abrí mi cuenta los amo ♥️. Si puedes, te recomiendo INVERSIÓN HEY ahí tengo mis ahorros y si eres Hey Pro hay mejores rendimientos 🤩",abri cuent amo si pued recom inversion hey ahi ahorr si hey pro mejor rendimient,Neutral,"['abri', 'cuent', 'amo', 'si', 'pued', 'recom', 'inversion', 'hey', 'ahi', 'ahorr', 'si', 'hey', 'pro', 'mejor', 'rendimient']"
424,2023-07-01,04:07:54,"Respuesta favorable, gracias!",respuest favor graci,Positivo,"['respuest', 'favor', 'graci']"
425,2023-07-02,15:01:49,Por eso amamos ✨🩷,amam,Neutral,['amam']
426,2023-07-03,20:36:54,"Una más Techreo de Came, está súper bien.... además de que ahora están dando unos regalos solo por inveir con ellos...seguro y muy fácil.",mas techre cam sup bien adem ahor estan dand regal sol inve ellossegur facil,Neutral,"['mas', 'techre', 'cam', 'sup', 'bien', 'adem', 'ahor', 'estan', 'dand', 'regal', 'sol', 'inve', 'ellossegur', 'facil']"
427,2023-07-04,19:32:32,Nos da mucho gusto que seas pae de esta gran familia FINSUS ¡Saludos! 😎💙,da gust pae gran famili finsus salud,Neutral,"['da', 'gust', 'pae', 'gran', 'famili', 'finsus', 'salud']"
428,2023-07-04,16:46:43,¡Hola Gracias por ser pae de esta gran familia FINSUS 😎👊,hol graci ser pae gran famili finsus,Neutral,"['hol', 'graci', 'ser', 'pae', 'gran', 'famili', 'finsus']"
429,2023-07-04,16:23:59,Hace pocos días estaba disponible,hac poc dias dispon,Neutral,"['hac', 'poc', 'dias', 'dispon']"
430,2023-07-04,15:27:39,FINSUS siempre me a gustado mucho :) Aprovechando les dejo mi enlace de referido ;) Utiliza mi código CASTILLO--79570,finsus siempr gust aprovech dej enlac refer utiliz codig castill,Neutral,"['finsus', 'siempr', 'gust', 'aprovech', 'dej', 'enlac', 'refer', 'utiliz', 'codig', 'castill']"
431,2023-07-04,14:11:14,"Pedida, esta si vale la pena el precio jajaja",ped si val pen preci jajaj,Neutral,"['ped', 'si', 'val', 'pen', 'preci', 'jajaj']"
